Mac Prefix,Vendor Name
40:EE:15,Zioncom Electronics (Shenzhen) Ltd.
00:F3:61,Amazon Technologies Inc.
6C:0D:E1,"Dongguan Cannice Precision Manufacturing Co., Ltd."
60:6C:63,Hitron Technologies. Inc
E8:D7:65,"HUAWEI TECHNOLOGIES CO.,LTD"
9C:A5:70,eero inc.
A0:41:2D,Lansen Systems AB
E8:6D:E9,"HUAWEI TECHNOLOGIES CO.,LTD"
14:46:58,"HUAWEI TECHNOLOGIES CO.,LTD"
58:BE:72,"HUAWEI TECHNOLOGIES CO.,LTD"
10:8F:FE,"HUAWEI TECHNOLOGIES CO.,LTD"
98:BE:DC,"Honor Device Co., Ltd."
34:C1:03,"Hangzhou Huamu Technology Co.,Ltd."
64:13:AB,"HUAWEI TECHNOLOGIES CO.,LTD"
0C:73:29,Sercomm Corporation.
B0:16:56,"HUAWEI TECHNOLOGIES CO.,LTD"
04:79:75,"Honor Device Co., Ltd."
DC:90:20,RURU TEK PRIVATE LIMITED
14:EB:08,"HUAWEI TECHNOLOGIES CO.,LTD"
A8:42:A7,"Jiangsu Huitong Group Co.,Ltd."
2C:D2:6B,FN-LINK TECHNOLOGY LIMITED
78:D4:F1:C,TNB
78:D4:F1:B,"Jiangsu byzoro intelligent technology Co.,Ltd"
70:B3:D5:39:F,CT Company
70:B3:D5:39:9,"SPE Smartico, LLC"
70:B3:D5:31:6,Austco Marketing & Service (USA) ltd.
70:B3:D5:E6:B,"Shenzhen Shi Fang Communication Technology Co., Ltd"
70:B3:D5:99:8,Kita Kirmizi Takim Bilgi Guvenligi Danismanlik ve Egitim A.S.
70:B3:D5:AD:7,Octopus IoT srl
70:B3:D5:E6:2,Eon
70:B3:D5:98:D,Motohaus Powersports Limited
64:26:56,"Shenzhen Fanweitai Technology Service Co.,Ltd"
AC:82:47,Intel Corporate
B0:60:88,Intel Corporate
B8:8D:F1,"Nanjing BigFish Semiconductor Co., Ltd."
6C:4A:74,AERODISK LLC
F0:16:28,"Technicolor (China) Technology Co., Ltd."
70:B3:D5:31:2,SMITEC S.p.A.
70:B3:D5:43:A,"ARKS Enterprises, Inc."
70:B3:D5:31:1,Günther Spelsberg GmbH + Co. KG
70:B3:D5:E6:6,Eneon sp. z o.o.
7C:50:79,Intel Corporate
80:38:FB,Intel Corporate
28:05:2E,Dematic Corp
BC:D7:CE,"China Mobile (Hangzhou) Information Technology Co., Ltd."
68:AB:BC,"Beijing Xiaomi Mobile Software Co., Ltd"
78:D4:F1:3,Ekoenergetyka - Polska S.A.
78:D4:F1:6,"Guangzhou Kingray information technology Co.,Ltd."
70:B3:D5:91:9,Thesycon Software Solutions GmbH & Co. KG
70:B3:D5:F4:9,ZMBIZI APP LLC
70:B3:D5:B9:2,N A Communications LLC
70:B3:D5:D7:8,"Nxvi Microelectronics Technology (Jinan) Co., Ltd."
70:B3:D5:79:2,IMMOLAS
C4:30:CA,SD Biosensor
78:D4:F1:7,Famar Fueguina S.A.
70:B3:D5:1C:6,"Bita-International Co., Ltd."
70:B3:D5:A1:6,devAIs s.r.l.
78:D4:F1:4,"BYD Auto lndustry Co.,Ltd"
78:D4:F1:A,"BONENG TRANSMISSION(SUZHOU)CO.,LTD"
78:D4:F1:2,Lyngsoe Systems
70:B3:D5:82:F,SIANA Systems
70:B3:D5:04:F,EVPU Defence a.s.
70:B3:D5:5A:4,MB connect line GmbH Fernwartungssysteme
AA:DC:47,"Cachengo, Inc."
0C:51:D0,Altice Labs S.A.
34:58:7C,"MIRAE INFORMATION TECHNOLOGY CO., LTD."
08:B4:B1,"Google, Inc."
74:9A:C0,"Cachengo, Inc."
E4:5E:1B,"Google, Inc."
34:8A:12,"Aruba, a Hewlett Packard Enterprise Company"
84:D3:43,Calix Inc.
38:B5:D3,SecuWorks
F0:6F:46,Ubiik
40:DE:17,"Shenzhen Lanfeng Times Industrial Co.,Ltd."
44:6F:D8:0,Sichuan subao network technology ltd.co.
78:D4:F1:E,"Blue Sparq, Inc."
44:6F:D8:D,SCAIME
44:6F:D8:1,"Shenzhen Furuilian Electronic Co.,Ltd."
44:6F:D8:4,lb Lautsprecher gmbH
44:6F:D8:7,ITC
70:B3:D5:5B:D,nexgenwave
70:B3:D5:B0:D,ALFI
70:B3:D5:B2:7,Naval Group
00:36:BE,Northwest Towers
A4:5E:5A,ACTIVIO Inc.
54:09:10,"Apple, Inc."
9C:FC:28,"Apple, Inc."
B4:85:E1,"Apple, Inc."
0C:19:F8,"Apple, Inc."
50:1F:C6,"Apple, Inc."
CC:69:FA,"Apple, Inc."
10:CE:E9,"Apple, Inc."
5C:56:A4,Wanan Hongsheng Electronic Co.Ltd
3C:9B:C6,"Huawei Device Co., Ltd."
14:D1:9E,"Apple, Inc."
40:C7:11,"Apple, Inc."
5C:70:17,"Apple, Inc."
8C:EC:7B,"Apple, Inc."
40:8C:1F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
04:F0:3E,"Huawei Device Co., Ltd."
78:E2:2C,"Huawei Device Co., Ltd."
C0:D0:26,"Huawei Device Co., Ltd."
44:6F:D8,IEEE Registration Authority
34:31:8F,"Apple, Inc."
C4:14:11,"Apple, Inc."
CC:C9:5D,"Apple, Inc."
70:61:BE,Wistron Neweb Corporation
D8:47:BB,"Huawei Device Co., Ltd."
FC:04:1C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
F4:D4:88,"Apple, Inc."
68:2F:67,"Apple, Inc."
00:3D:E1,"Huawei Device Co., Ltd."
50:ED:3C,"Apple, Inc."
5C:C3:36,ittim
14:98:77,"Apple, Inc."
88:66:5A,"Apple, Inc."
B0:E5:F9,"Apple, Inc."
84:71:6A,"Huawei Device Co., Ltd."
48:8C:63,"Huawei Device Co., Ltd."
70:DD:EF,"Huawei Device Co., Ltd."
54:A6:DB,"Huawei Device Co., Ltd."
80:C5:01,OctoGate IT Security Systems GmbH
44:6F:D8:5,"ZHEJIANG SHIP ELECTRONICS & TECHNOLOGY CO., LTD."
44:6F:D8:B,"Beijing gpthink technology co.,LTD."
44:6F:D8:8,"Global Telecom Engineering, Inc"
70:B3:D5:1F:A,EBZ SysTec GmbH
70:B3:D5:A1:1,TRIOPTICS
70:B3:D5:8D:2,"WIZAPPLY CO.,LTD"
10:51:07,Intel Corporate
AC:74:C4,Maytronics Ltd.
88:C3:E5,Betop Techonologies
E4:28:A4,Prama India Private Limited
94:3A:91,Amazon Technologies Inc.
3C:C7:86,"DONGGUAN HUARONG COMMUNICATION TECHNOLOGIES CO.,LTD."
14:50:51,SHARP Corporation
DC:15:C8,AVM Audiovisuelles Marketing und Computersysteme GmbH
6C:D6:30,"Rootous System Co.,Ltd"
48:00:7D,DTS ELEKTRONIK SAN. TIC. LTD. STI.
30:B1:B5,Arcadyan Corporation
64:07:F6,"Samsung Electronics Co.,Ltd"
BC:F1:71,Intel Corporate
44:6F:D8:A,"ZHEJIANG HIKAILINK TECHNOLOGY Co., Ltd"
44:6F:D8:3,"Shenzhen Mestechs Technology CO., LTD"
44:6F:D8:6,Anhui GuDao Tech
44:6F:D8:9,Annapurna labs
70:B3:D5:BD:7,TT Group SRL
70:B3:D5:B4:C,AmericanPharma Technologies
70:B3:D5:D8:3,AKASAKATEC  INC.
70:B3:D5:CA:6,AXING AG
70:B3:D5:8E:5,"Shanghai Armour Technology Co., Ltd."
7A:35:EA,SHARP Corporation
A8:77:E5,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
10:A4:DA,"HUAWEI TECHNOLOGIES CO.,LTD"
38:20:28,"HUAWEI TECHNOLOGIES CO.,LTD"
E4:77:27,"HUAWEI TECHNOLOGIES CO.,LTD"
4C:F2:02,Xiaomi Communications Co Ltd
00:2D:B3,"AMPAK Technology,Inc."
E4:FD:45,Intel Corporate
28:C8:7C,zte corporation
C8:94:02,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
7C:B9:4C,"Bouffalo Lab (Nanjing) Co., Ltd."
C8:33:E5,"HUAWEI TECHNOLOGIES CO.,LTD"
FC:40:09,zte corporation
24:A6:5E,zte corporation
50:98:39,Xiaomi Communications Co Ltd
98:27:82,IEEE Registration Authority
28:5B:0C,"Sichuan Jiuzhou Electronic Technology Co., Ltd."
14:89:CB,"HUAWEI TECHNOLOGIES CO.,LTD"
6C:26:36,"HUAWEI TECHNOLOGIES CO.,LTD"
58:56:C2,"HUAWEI TECHNOLOGIES CO.,LTD"
A0:36:79,"HUAWEI TECHNOLOGIES CO.,LTD"
48:68:4A,Intel Corporate
B8:D6:F6,"HUAWEI TECHNOLOGIES CO.,LTD"
2C:52:AF,"HUAWEI TECHNOLOGIES CO.,LTD"
08:A7:C0,Vantiva USA LLC
58:FB:96,Ruckus Wireless
44:6F:D8:C,"Changzhou Haitu Electronic Technology Co.,Ltd"
98:27:82:5,"Guangzhou Wuzhou Technology Co, Ltd."
44:6F:D8:2,BAYKON Endüstriyel Kontrol Sistemleri San. ve Tic. A.Ş.
44:6F:D8:E,CTE
70:B3:D5:66:E,SIAME
70:B3:D5:72:B,Medipense Inc.
70:B3:D5:52:0,promedias AG
70:B3:D5:1B:0,NAL Research Corporation
70:B3:D5:6C:0,LLC NTZ Mekhanotronika
70:B3:D5:12:8,Akse srl
C4:D0:E3,Intel Corporate
18:4C:AE,CONTINENTAL
B0:5D:D4,"ARRIS Group, Inc."
AC:5A:FC,Intel Corporate
B8:44:AE,TCT mobile ltd
E4:F7:5B,"ARRIS Group, Inc."
F8:79:0A,"ARRIS Group, Inc."
1C:93:7C,"ARRIS Group, Inc."
E4:C9:0B,Radwin
70:DF:F7,"ARRIS Group, Inc."
2C:00:AB,"ARRIS Group, Inc."
98:27:82:9,"Wuxi GuoYiHaiJu Technology Co.,Ltd."
98:27:82:0,"SHENZHEN HEROFUN BIO-TECH CO., LTD"
70:B3:D5:D0:4,Plenty Unlimited Inc
70:B3:D5:8C:9,Arwin Technology Limited
70:B3:D5:EF:0,PNETWORKS
70:B3:D5:CA:0,Xirgo Technologies LLC
84:FD:27,Silicon Laboratories
58:FC:20,Altice Labs S.A.
AC:23:16,"Mist Systems, Inc."
98:27:82:A,Nanjing BianYu Future Home Technology Co.Ltd
70:B3:D5:C6:B,Herholdt Controls srl
70:B3:D5:CE:B,Xirgo Technologies LLC
3C:7A:AA,China Dragon Technology Limited
6C:47:60,"Sunitec Enterprise Co.,Ltd"
18:32:19,EM Microelectronic
A4:7E:36,EM Microelectronic
98:38:7D,"ITRONIC  TECHNOLOGY CO . , LTD ."
AC:D6:18,"OnePlus Technology (Shenzhen) Co., Ltd"
6C:56:40,BLU Products Inc
0C:8C:69,"Shenzhen elink smart Co., ltd"
D8:BB:C1,"Micro-Star INTL CO., LTD."
D8:EC:E5,Zyxel Communications Corporation
C4:70:AB,"Ruijie Networks Co.,LTD"
CC:6B:1E,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
F0:D0:8C,TCT mobile ltd
E0:E8:BB,"Unicom Vsens Telecommunications Co., Ltd."
64:E0:AB,"UNION MAN TECHNOLOGY CO.,LTD"
F0:62:5A,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
98:27:82:7,KORTEK CORPORATION
98:27:82:B,"RayTron, INC."
98:27:82:D,Thorlabs GmbH
70:B3:D5:EE:0,Stecomp
70:B3:D5:7C:C,"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS, LTD."
70:B3:D5:A0:2,GreenFlux
84:26:7A,"GUANGDONG TAIDE ZHILIAN TECHNOLOGY CO.,LTD"
48:29:E4,AO
24:E8:53,LG Innotek
48:29:52,Sagemcom Broadband SAS
0C:CF:89,SHENZHEN BILIAN ELECTRONIC CO.，LTD
F8:AA:3F,DWnet Technologies(Suzhou) Corporation
70:B3:D5:AD:0,REO AG
70:B3:D5:37:3,"Hangzhou Weimu Technology Co.,Ltd."
70:B3:D5:4D:9,Coda Octopus Products Limited
D8:EC:5E,Belkin International Inc.
CC:9C:3E,Cisco Meraki
28:D3:EA,"Huawei Device Co., Ltd."
A8:F2:66,"Huawei Device Co., Ltd."
C8:D8:84,"Universal Electronics, Inc."
B4:A2:5C,Cambium Networks Limited
2C:71:FF,Amazon Technologies Inc.
48:78:5E,Amazon Technologies Inc.
20:C7:4F,SensorPush
30:7C:4A,"Huawei Device Co., Ltd."
00:68:2B,"Huawei Device Co., Ltd."
98:AD:1D,"Huawei Device Co., Ltd."
30:F9:4B,"Universal Electronics, Inc."
B4:8A:5F,Juniper Networks
E4:55:A8,Cisco Meraki
CC:81:2A,"vivo Mobile Communication Co., Ltd."
7C:1B:93,"Huawei Device Co., Ltd."
DC:2D:3C,"Huawei Device Co., Ltd."
50:97:07,"Xiamen Paperang Technology Co.,Ltd."
3C:E3:6B,"Zhejiang Dahua Technology Co., Ltd."
20:3B:69,"vivo Mobile Communication Co., Ltd."
5C:17:20,"Huawei Device Co., Ltd."
60:5E:4F,"Huawei Device Co., Ltd."
1C:E6:AD,"Huawei Device Co., Ltd."
98:27:82:8,CATS Power design
98:27:82:3,Danfoss Power Solutions
98:27:82:1,INFODAS GmbH
98:27:82:2,"Anhui Shengren Electronic Technology Co., Ltd"
70:B3:D5:B0:1,G.S.D GROUP INC.
70:B3:D5:02:C,Iylus Inc.
84:D6:08,"Wingtech Mobile Communications Co., Ltd."
34:68:93,Tecnovideo Srl
04:90:81,"Pensando Systems, Inc."
4C:79:6E,Intel Corporate
F0:9E:4A,Intel Corporate
7C:9F:07,CIG SHANGHAI CO LTD
98:27:82:4,Dspread Technology (Beijing) Inc.
70:B3:D5:58:6,Aliter Technologies
FC:A9:DC,Renesas Electronics (Penang) Sdn. Bhd.
FC:58:4A,"xiamenshi c-chip technology co., ltd"
F0:21:E0,eero inc.
F0:77:C3,Intel Corporate
98:3F:66,"Wuhan Funshion Online Technologies Co.,Ltd"
EC:63:D7,Intel Corporate
70:B3:D5:CB:5,Atlas Lighting Products
70:B3:D5:96:C,Weble Sàrl
70:B3:D5:CE:8,Grossenbacher Systeme AG
90:23:B4,"New H3C Technologies Co., Ltd"
88:2A:5E,"New H3C Technologies Co., Ltd"
2C:CE:1E,Cloudtronics Pty Ltd
04:D6:F4,"GD Midea Air-Conditioning Equipment Co.,Ltd."
CC:DB:04,DataRemote Inc.
38:A0:67,Nokia Solutions and Networks GmbH & Co. KG
04:11:19,IEEE Registration Authority
14:85:7F,Intel Corporate
94:E2:3C,Intel Corporate
1C:87:E3,TECNO MOBILE LIMITED
20:B7:30,"TeconGroup, Inc"
98:27:82:6,WESTERN SECURITY SOLUTIONS
98:27:82:E,SureFlap Ltd
98:27:82:C,KRISTECH Krzysztof Kajstura
04:11:19:5,"CEITA COMMUNICATION TECHNOLOGY CO.,LTD"
70:B3:D5:F3:1,The-Box Development
70:B3:D5:FB:4,Array Technologies Inc.
78:65:3B,"Shaoxing Ourten Electronics Co., Ltd."
E0:E6:56,Nethesis  srl
2C:FD:B3,Tonly Technology Co. Ltd
9C:DB:CB,"Wuhan Funshion Online Technologies Co.,Ltd"
D8:5E:D3,"GIGA-BYTE TECHNOLOGY CO.,LTD."
24:9A:D8,"YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD."
04:11:19:2,Alethea Communications Technologies Pvt. Ltd.
04:11:19:B,"Hubei Baobao Intelligent Technology Co.,LTD"
04:11:19:6,"ZPD technology Co., Ltd"
70:B3:D5:4F:B,MAS Elettronica sas di Mascetti Sandro e C.
70:B3:D5:44:C,"ejoin, s.r.o."
70:B3:D5:0E:4,Walter Müller AG
08:10:86,"NEC Platforms, Ltd."
64:79:F0,Intel Corporate
F4:02:23,PAX Computer Technology(Shenzhen) Ltd.
A4:1B:34,"China Mobile Group Device Co.,Ltd."
00:E4:21,Sony Interactive Entertainment Inc.
34:73:5A,Dell Inc.
04:D3:20,ITEL MOBILE LIMITED
1C:99:57,Intel Corporate
48:88:99,"Shenzhen SuperElectron Technology Co.,Ltd."
DC:B1:31,"SHENZHEN HUARUIAN TECHNOLOGY CO.,LTD"
04:11:19:7,Herrick Tech Labs
04:11:19:A,CyOne Security AG
70:B3:D5:F2:6,"XJ ELECTRIC CO., LTD."
70:B3:D5:19:D,Automata GmbH & Co. KG
70:B3:D5:5C:3,DIC Corporation
84:1E:A3,Sagemcom Broadband SAS
80:45:DD,Intel Corporate
D8:59:82,"HUAWEI TECHNOLOGIES CO.,LTD"
48:B2:5D,"HUAWEI TECHNOLOGIES CO.,LTD"
B0:22:7A,HP Inc.
98:1A:35,"HUAWEI TECHNOLOGIES CO.,LTD"
E8:9F:39,Nokia
08:81:B2,"Logitech (China) Technology Co., Ltd"
C4:F1:74,eero inc.
28:D0:EA,Intel Corporate
E0:0C:E5,"HUAWEI TECHNOLOGIES CO.,LTD"
28:41:EC,"HUAWEI TECHNOLOGIES CO.,LTD"
7C:00:4D,"HUAWEI TECHNOLOGIES CO.,LTD"
E4:41:64,Nokia
84:3B:10,LVSWITCHES INC.
94:A4:F9,"HUAWEI TECHNOLOGIES CO.,LTD"
6C:34:91,"HUAWEI TECHNOLOGIES CO.,LTD"
E8:4D:74,"HUAWEI TECHNOLOGIES CO.,LTD"
CC:89:5E,"HUAWEI TECHNOLOGIES CO.,LTD"
04:11:19:1,Acentury
04:11:19:D,Nuance Hearing Ltd.
04:11:19:9,AC Power Distribution / ACT Entmt.
04:11:19:8,"Shenzhen YIZHENG Technology Co.,Ltd"
64:6E:E0,Intel Corporate
04:56:E5,Intel Corporate
88:46:04,Xiaomi Communications Co Ltd
40:44:FD,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
64:17:59,"Intellivision Holdings, LLC"
50:43:48,ThingsMatrix Inc.
E8:6C:C7,IEEE Registration Authority
8C:AA:CE,Xiaomi Communications Co Ltd
04:7B:CB,"Universal Global Scientific Industrial Co., Ltd."
78:A6:A0,"Hangzhou Ezviz Software Co.,Ltd."
F4:6B:8C,"Hon Hai Precision Industry Co., Ltd."
FC:34:97,ASUSTek COMPUTER INC.
84:7A:B6,AltoBeam (China) Inc.
E8:6C:C7:C,Limited Liability Company M.S.Korp
E8:6C:C7:0,Trapeze Switzerland GmbH
E8:6C:C7:7,"Huaqin Technology Co.,Ltd."
04:11:19:3,"SUZHOU RIBAO TECHNOLOGY CO.,LTD."
04:11:19:E,JULIDA LIMITED
04:11:19:0,FORT Robotics Inc.
E8:6C:C7:1,"ASSA ABLOY(GuangZhou) Smart Technology Co., Ltd"
04:11:19:C,"Haerbin Donglin Technology Co., Ltd."
04:11:19:4,"Bolicom Innovation Technology (BeiJing) Co.,LTD."
70:B3:D5:1A:E,EcoG
70:B3:D5:CA:D,"YUYAMA MFG Co.,Ltd"
70:B3:D5:D5:2,"Sensoronic Co.,Ltd"
E8:6C:C7:B,"MORNSUN Guangzhou Science & Technology Co., Ltd."
E8:FD:35,"Huawei Device Co., Ltd."
EC:C5:D2,"Huawei Device Co., Ltd."
24:45:6B,"Huawei Device Co., Ltd."
48:38:71,"Huawei Device Co., Ltd."
44:BD:DE,BHTC GmbH
B4:60:8C,"Fiberhome Telecommunication Technologies Co.,LTD"
C0:D4:6B,"Huawei Device Co., Ltd."
9C:95:67,"Huawei Device Co., Ltd."
58:AE:F1,"Fiberhome Telecommunication Technologies Co.,LTD"
A4:7B:1A,"Huawei Device Co., Ltd."
80:34:28,Microchip Technology Inc.
60:A7:51,"Huawei Device Co., Ltd."
10:2B:41,"Samsung Electronics Co.,Ltd"
34:4A:C3,"HuNan ZiKun Information Technology CO., Ltd"
8C:34:46,"Huawei Device Co., Ltd."
80:47:86,"Samsung Electronics Co.,Ltd"
D4:47:5A,"ScreenBeam, Inc."
78:CF:F9,"Huawei Device Co., Ltd."
8C:73:A0,"Fiberhome Telecommunication Technologies Co.,LTD"
F8:85:F9,Calix Inc.
E8:6C:C7:8,Lighthouse EIP
E8:6C:C7:2,Xirgo Technologies LLC
E8:6C:C7:A,CoxSpace
E8:6C:C7:5,"Shenzhen Rongda Computer Co.,Ltd"
70:B3:D5:39:0,TEX COMPUTER SRL
1C:D1:E0,"Cisco Systems, Inc"
B8:14:DB,OHSUNG
14:7D:05,SERCOMM PHILIPPINES INC
78:7A:6F,Juice Technology AG
7C:F8:80,"Cisco Systems, Inc"
D8:CD:2C,"WUXI NEIHUA NETWORK TECHNOLOGY CO., LTD"
58:D3:91,"Quectel Wireless Solutions Co.,Ltd."
48:51:CF,Intelbras
4C:5D:3C,"Cisco Systems, Inc"
34:73:2D,"Cisco Systems, Inc"
8C:43:61,Hailo Digital Hub GmbH & Co. KG
8C:2A:8E,DongGuan Ramaxel Memory Technology
80:07:1B,"VSOLUTION TELECOMMUNICATION TECHNOLOGY CO.,LTD."
A8:E8:1E,"ATW TECHNOLOGY, INC."
E8:6C:C7:4,"Koal Software Co., Ltd"
E8:6C:C7:3,"Shenzhen Yibaifen Industrial Co.,Ltd."
E8:6C:C7:D,z-max mediasolution
E8:6C:C7:9,"Hangzhou Lanxum Security Technology Co., Ltd"
E8:6C:C7:6,KLAB
70:B3:D5:5C:2,Sono-Tek Corporation
1C:6E:E6,NHNETWORKS
08:F6:06,zte corporation
08:47:4C,Nokia
90:C1:19,Nokia
68:2D:83,SHENZHEN DINGHE COMMUNICATION COMPANY
A8:43:97,Innogrit Corporation
54:72:5E,"UNION MAN TECHNOLOGY CO.,LTD"
24:5D:FC,IEEE Registration Authority
80:44:FD,"China Mobile (Hangzhou) Information Technology Co., Ltd."
F4:6A:D7,Microsoft Corporation
48:1F:2D,"Shenzhen Jie Shi Lian Industrial Co.,LTD"
14:09:B4,zte corporation
10:10:81,zte corporation
E8:6C:C7:E,Annapurna labs
24:5D:FC:3,"Shenzhen Hailuck Electronic Technology CO.,LTD"
70:B3:D5:0F:D,JSC Ural Factories
70:B3:D5:CF:9,Breas Medical AB
70:B3:D5:8E:9,COONTROL Tecnologia em Combustão LTDA EPP
70:B3:D5:E4:2,"Neusoft Reach Automotive Technology (Shenyang) Co.,Ltd"
70:B3:D5:19:6,"YUYAMA MFG Co.,Ltd"
FC:9C:98,Arlo Technology
8C:31:E2,DAYOUPLUS
98:C3:D2,"Ningbo Sanxing Medical Electric Co.,Ltd"
24:5D:FC:0,CompanyDeep
24:5D:FC:A,Tata Sky Limited
70:B3:D5:21:2,"Semiconsoft, inc"
70:B3:D5:DA:0,Jiangsu Etern Compamy Limited
70:B3:D5:91:5,"DHK Storage, LLC"
FC:13:F0,"Bouffalo Lab (Nanjing) Co., Ltd."
40:24:B2,"Sichuan AI-Link Technology Co., Ltd."
64:0D:22,LG Electronics (Mobile Communications)
F8:45:C4,"Shenzhen Netforward Micro-Electronic Co., Ltd."
08:A1:89,"Hangzhou Hikvision Digital Technology Co.,Ltd."
04:C2:9B,"Aura Home, Inc."
24:5D:FC:8,Cosmicnode
24:5D:FC:9,TORGOVYY DOM  TEHNOLOGIY LLC
24:5D:FC:1,ARTICONA - Bechtle Logistik & Service GmbH
3C:15:12,"Shenzhen Huanhu Technology Co.,Ltd"
34:E9:FE,"Metis Co., Ltd."
24:5D:FC:5,ContactProximity Inc
24:5D:FC:2,Blue Iris Labs
24:5D:FC:C,Senix Corporation
24:5D:FC:D,"Hunan Honestone lntelligence Technology Co.,Ltd"
AC:13:9C,Adtran Inc
A4:CE:DA,Arcadyan Corporation
70:B3:D5:DD:A,Hubbell Power Systems
70:B3:D5:6D:5,Potter Electric Signal Co. LLC
70:B3:D5:5B:7,on-systems limited
70:B3:D5:31:4,Grau Elektronik GmbH
70:B3:D5:D2:C,microWerk GmbH
70:B3:D5:E6:0,Davitor AB
9C:4F:5F,"Google, Inc."
3C:A8:ED,smart light technology
F4:A8:0D,"Wistron InfoComm(Kunshan)Co.,Ltd."
64:64:4A,"Beijing Xiaomi Mobile Software Co., Ltd"
24:5D:FC:E,Dodge
70:B3:D5:CE:0,M.S. CONTROL
70:B3:D5:FE:0,Blueprint Lab
CC:68:B6,TP-Link Corporation Limited
14:DD:9C,"vivo Mobile Communication Co., Ltd."
20:A7:F9,"SHENZHEN OLANBOA TECHNOLOGY CO., LTD"
C0:06:C3,TP-Link Corporation Limited
10:39:4E,"Hisense broadband multimedia technology Co.,Ltd"
78:10:53,"China Mobile Group Device Co.,Ltd."
60:18:95,Dell Inc.
9C:82:81,"vivo Mobile Communication Co., Ltd."
48:7E:48,Earda Technologies co Ltd
70:B3:D5:FE:1,"Shenzhen Zhiting Technology Co.,Ltd"
CC:86:EC,Silicon Laboratories
CC:88:C7,"Aruba, a Hewlett Packard Enterprise Company"
80:F3:EF,"Meta Platforms Technologies, LLC"
70:B3:D5:60:4,Foxtrot Research Corp
24:5D:FC:B,ONLY
70:B3:D5:82:9,"Guan Show Technologe Co., Ltd."
A4:39:B6,SHENZHEN PEIZHE MICROELECTRONICS CO .LTD
D8:EB:46,"Google, Inc."
F8:1A:2B,"Google, Inc."
24:5D:FC:7,LTY LLC
70:B3:D5:79:8,TIAMA
70:B3:D5:00:4,LEIDOS
70:B3:D5:72:5,Swiss Timing LTD
70:B3:D5:46:D,"Guan Show Technologe Co., Ltd."
CC:33:31,Texas Instruments
F4:FB:B8,"HUAWEI TECHNOLOGIES CO.,LTD"
A0:70:B7,"HUAWEI TECHNOLOGIES CO.,LTD"
78:B5:54,"Huawei Device Co., Ltd."
68:9E:6A,"Huawei Device Co., Ltd."
28:2B:96,"Huawei Device Co., Ltd."
88:90:09,Juniper Networks
18:C2:41,SonicWall
58:45:4C,Ericsson AB
FC:4D:A6,"HUAWEI TECHNOLOGIES CO.,LTD"
B4:14:E6,"HUAWEI TECHNOLOGIES CO.,LTD"
AC:99:29,"HUAWEI TECHNOLOGIES CO.,LTD"
04:BA:1C,"Huawei Device Co., Ltd."
7C:3D:2B,"Huawei Device Co., Ltd."
54:49:DF,"Peloton Interactive, Inc"
18:2A:57,"HUAWEI TECHNOLOGIES CO.,LTD"
F8:3E:95,"HUAWEI TECHNOLOGIES CO.,LTD"
48:12:58,"HUAWEI TECHNOLOGIES CO.,LTD"
CC:32:96,"Huawei Device Co., Ltd."
2C:17:E0,SYSTEMES ET TECHNOLOGIES IDENTIFICATION (STid)
64:97:14,eero inc.
B4:10:7B,Texas Instruments
E8:EA:4D,"HUAWEI TECHNOLOGIES CO.,LTD"
3C:FF:D8,"HUAWEI TECHNOLOGIES CO.,LTD"
4C:61:7E,"Huawei Device Co., Ltd."
E0:E3:7C,"Huawei Device Co., Ltd."
24:18:C6,HUNAN FN-LINK TECHNOLOGY LIMITED
AC:1F:0F,Texas Instruments
74:D2:85,Texas Instruments
38:B3:F7,"Huawei Device Co., Ltd."
84:E9:86,"Huawei Device Co., Ltd."
24:5D:FC:6,"Guangzhou Lango Electronics Technology Co.,Ltd."
24:5D:FC:4,"Suzhou Jiangzhi electronic technology co., Ltd"
60:15:92:8,"Yangzhou Wanfang Electronic Technology,CO .,Ltd."
C8:9B:AD,"Honor Device Co., Ltd."
C4:5B:BE,Espressif Inc.
CC:ED:21,"Nokia Shanghai Bell Co., Ltd."
84:23:88,Ruckus Wireless
F4:C7:AA,Marvell Semiconductors
70:F0:88,"Nintendo Co.,Ltd"
F8:AB:E5,"shenzhen worldelite electronics co., LTD"
08:BB:3C,Flextronics Tech.(Ind) Pvt Ltd
18:48:59,Castlenet Technology Inc.
14:51:7E,"New H3C Technologies Co., Ltd"
08:3A:38,"New H3C Technologies Co., Ltd"
D0:97:FE,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
84:3A:5B,Inventec(Chongqing) Corporation
98:CD:AC,Espressif Inc.
80:8A:F7,Nanoleaf
30:78:D3,Virgilant Technologies Ltd.
40:41:01,Rockwell Automation
7C:55:A7,Kastle Systems
40:BE:EE,"Shenzhen Yunding Information Technology Co.,Ltd"
